tweet_id,date,time,name,stage,rating_numerator,rating_denominator
864197398364647424,2017-05-15 00:00:00,2018-07-09 19:14:00,Paisley,None,13.0,10.0
863907417377173506,2017-05-15 00:00:00,2018-07-09 00:02:00,Albus,None,13.0,10.0
863553081350529029,2017-05-14 00:00:00,2018-07-09 00:34:00,Neptune,None,13.0,10.0
863432100342583297,2017-05-13 00:00:00,2018-07-09 16:33:00,Belle,None,12.0,10.0
863427515083354112,2017-05-13 00:00:00,2018-07-09 16:15:00,None,None,12.0,10.0
863079547188785154,2017-05-12 00:00:00,2018-07-09 17:12:00,None,None,14.0,10.0
863062471531167744,2017-05-12 00:00:00,2018-07-09 16:05:00,Quinn,None,13.0,10.0
862831371563274240,2017-05-12 00:00:00,2018-07-09 00:46:00,Zooey,None,13.0,10.0
862722525377298433,2017-05-11 00:00:00,2018-07-09 17:34:00,Dave,None,11.0,10.0
862457590147678208,2017-05-11 00:00:00,2018-07-09 00:01:00,Jersey,None,13.0,10.0
862096992088072192,2017-05-10 00:00:00,2018-07-09 00:08:00,None,None,13.0,10.0
861383897657036800,2017-05-08 00:00:00,2018-07-09 00:54:00,Hobbes,None,13.0,10.0
861288531465048066,2017-05-07 00:00:00,2018-07-09 18:36:00,None,None,13.0,10.0
861005113778896900,2017-05-06 00:00:00,2018-07-09 23:49:00,Burt,None,12.0,10.0
860563773140209665,2017-05-05 00:00:00,2018-07-09 18:36:00,Lorenzo,None,13.0,10.0
860524505164394496,2017-05-05 00:00:00,2018-07-09 16:00:00,Carl,None,13.0,10.0
860276583193509888,2017-05-04 00:00:00,2018-07-09 23:34:00,Jordy,None,12.0,10.0
860184849394610176,2017-05-04 00:00:00,2018-07-09 17:30:00,None,None,14.0,10.0
859924526012018688,2017-05-04 00:00:00,2018-07-09 00:15:00,Milky,None,12.0,10.0
859851578198683649,2017-05-03 00:00:00,2018-07-09 19:26:00,Trooper,None,13.0,10.0
859607811541651456,2017-05-03 00:00:00,2018-07-09 03:17:00,None,puppo,13.0,10.0
859196978902773760,2017-05-02 00:00:00,2018-07-09 00:04:00,quite,None,12.0,10.0
859074603037188101,2017-05-01 00:00:00,2018-07-09 15:58:00,None,None,13.0,10.0
858843525470990336,2017-05-01 00:00:00,2018-07-09 00:40:00,None,doggo,13.0,10.0
858471635011153920,2017-04-30 00:00:00,2018-07-09 00:02:00,Sophie,None,13.0,10.0
858107933456039936,2017-04-28 00:00:00,2018-07-09 23:57:00,Wyatt,None,12.0,10.0
857989990357356544,2017-04-28 00:00:00,2018-07-09 16:08:00,Rosie,None,12.0,10.0
857746408056729600,2017-04-28 00:00:00,2018-07-09 00:00:00,Thor,None,13.0,10.0
857393404942143489,2017-04-27 00:00:00,2018-07-09 00:38:00,None,None,13.0,10.0
857263160327368704,2017-04-26 00:00:00,2018-07-09 16:00:00,Oscar,None,13.0,10.0
857214891891077121,2017-04-26 00:00:00,2018-07-09 12:48:00,None,None,12.0,10.0
857029823797047296,2017-04-26 00:00:00,2018-07-09 00:33:00,Zeke,None,12.0,10.0
856543823941562368,2017-04-24 00:00:00,2018-07-09 16:22:00,Callie,None,12.0,10.0
856526610513747968,2017-04-24 00:00:00,2018-07-09 15:13:00,None,None,14.0,10.0
856288084350160898,2017-04-23 00:00:00,2018-07-09 23:26:00,None,None,14.0,10.0
856282028240666624,2017-04-23 00:00:00,2018-07-09 23:01:00,Cermet,None,14.0,10.0
855862651834028034,2017-04-22 00:00:00,2018-07-09 19:15:00,None,None,420.0,10.0
855860136149123072,2017-04-22 00:00:00,2018-07-09 19:05:00,None,None,666.0,10.0
855857698524602368,2017-04-22 00:00:00,2018-07-09 18:55:00,None,None,13.0,10.0
855851453814013952,2017-04-22 00:00:00,2018-07-09 18:31:00,None,None,13.0,10.0
855818117272018944,2017-04-22 00:00:00,2018-07-09 16:18:00,None,None,13.0,10.0
855459453768019968,2017-04-21 00:00:00,2018-07-09 16:33:00,quite,None,12.0,10.0
854732716440526848,2017-04-19 00:00:00,2018-07-09 16:25:00,Marlee,None,12.0,10.0
854482394044301312,2017-04-18 00:00:00,2018-07-09 23:50:00,Arya,None,13.0,10.0
854365224396361728,2017-04-18 00:00:00,2018-07-09 16:05:00,Einstein,None,13.0,10.0
854120357044912130,2017-04-17 00:00:00,2018-07-09 23:52:00,None,pupper,14.0,10.0
854010172552949760,2017-04-17 00:00:00,2018-07-09 16:34:00,None,None,11.0,10.0
853760880890318849,2017-04-17 00:00:00,2018-07-09 00:03:00,Alice,None,12.0,10.0
853639147608842240,2017-04-16 00:00:00,2018-07-09 16:00:00,None,None,13.0,10.0
853299958564483072,2017-04-15 00:00:00,2018-07-09 17:32:00,Rumpole,None,13.0,10.0
852912242202992640,2017-04-14 00:00:00,2018-07-09 15:51:00,Benny,None,12.0,10.0
852672615818899456,2017-04-13 00:00:00,2018-07-09 23:59:00,Aspen,None,12.0,10.0
852553447878664193,2017-04-13 00:00:00,2018-07-09 16:05:00,Jarod,None,13.0,10.0
852311364735569921,2017-04-13 00:00:00,2018-07-09 00:03:00,Wiggles,None,13.0,10.0
852226086759018497,2017-04-12 00:00:00,2018-07-09 18:25:00,General,None,14.0,10.0
852189679701164033,2017-04-12 00:00:00,2018-07-09 16:00:00,Sailor,None,12.0,10.0
851591660324737024,2017-04-11 00:00:00,2018-07-09 00:24:00,None,None,11.0,10.0
851464819735769094,2017-04-10 00:00:00,2018-07-09 16:00:00,Iggy,None,14.0,10.0
851224888060895234,2017-04-10 00:00:00,2018-07-09 00:06:00,Snoop,None,13.0,10.0
850753642995093505,2017-04-08 00:00:00,2018-07-09 16:54:00,Kyle,None,11.0,10.0
850380195714523136,2017-04-07 00:00:00,2018-07-09 16:10:00,Leo,None,13.0,10.0
850333567704068097,2017-04-07 00:00:00,2018-07-09 13:04:00,None,None,13.0,10.0
850145622816686080,2017-04-07 00:00:00,2018-07-09 00:38:00,Riley,None,11.0,10.0
850019790995546112,2017-04-06 00:00:00,2018-07-09 16:18:00,Boomer,pupper,12.0,10.0
849776966551130114,2017-04-06 00:00:00,2018-07-09 00:13:00,None,None,12.0,10.0
849412302885593088,2017-04-05 00:00:00,2018-07-09 00:04:00,Noosh,None,12.0,10.0
849336543269576704,2017-04-04 00:00:00,2018-07-09 19:03:00,None,None,11.0,10.0
849051919805034497,2017-04-04 00:00:00,2018-07-09 00:12:00,Kevin,None,13.0,10.0
848690551926992896,2017-04-03 00:00:00,2018-07-09 00:16:00,None,None,12.0,10.0
848324959059550208,2017-04-02 00:00:00,2018-07-09 00:03:00,Odin,None,12.0,10.0
848213670039564288,2017-04-01 00:00:00,2018-07-09 16:41:00,None,None,11.0,10.0
848212111729840128,2017-04-01 00:00:00,2018-07-09 16:35:00,Jerry,None,6.0,10.0
847962785489326080,2017-04-01 00:00:00,2018-07-09 00:04:00,Georgie,None,10.0,10.0
847842811428974592,2017-03-31 00:00:00,2018-07-09 16:07:00,Rontu,None,12.0,10.0
847617282490613760,2017-03-31 00:00:00,2018-07-09 01:11:00,None,None,13.0,10.0
847606175596138505,2017-03-31 00:00:00,2018-07-09 00:27:00,Cannon,None,12.0,10.0
847251039262605312,2017-03-30 00:00:00,2018-07-09 00:56:00,Furzey,None,12.0,10.0
847157206088847362,2017-03-29 00:00:00,2018-07-09 18:43:00,Daisy,None,11.0,10.0
847116187444137987,2017-03-29 00:00:00,2018-07-09 16:00:00,None,None,11.0,10.0
846874817362120707,2017-03-29 00:00:00,2018-07-09 00:01:00,Tuck,None,13.0,10.0
846514051647705089,2017-03-28 00:00:00,2018-07-09 00:07:00,Barney,doggo,13.0,10.0
846505985330044928,2017-03-27 00:00:00,2018-07-09 23:35:00,None,None,11.0,10.0
846153765933735936,2017-03-27 00:00:00,2018-07-09 00:15:00,Vixen,None,13.0,10.0
846139713627017216,2017-03-26 00:00:00,2018-07-09 23:20:00,None,None,13.0,10.0
846042936437604353,2017-03-26 00:00:00,2018-07-09 16:55:00,Jarvis,None,12.0,10.0
845812042753855489,2017-03-26 00:00:00,2018-07-09 01:38:00,None,None,13.0,10.0
845677943972139009,2017-03-25 00:00:00,2018-07-09 16:45:00,None,None,12.0,10.0
845397057150107648,2017-03-24 00:00:00,2018-07-09 22:08:00,Mimosa,doggo,13.0,10.0
845306882940190720,2017-03-24 00:00:00,2018-07-09 16:10:00,Pickles,pupper,12.0,10.0
844979544864018432,2017-03-23 00:00:00,2018-07-09 18:29:00,None,None,13.0,10.0
844973813909606400,2017-03-23 00:00:00,2018-07-09 18:07:00,Brady,None,12.0,10.0
844704788403113984,2017-03-23 00:00:00,2018-07-09 00:18:00,Luna,None,13.0,10.0
844580511645339650,2017-03-22 00:00:00,2018-07-09 16:04:00,Charlie,None,11.0,10.0
844223788422217728,2017-03-21 00:00:00,2018-07-09 16:26:00,Margo,None,12.0,10.0
843981021012017153,2017-03-21 00:00:00,2018-07-09 00:22:00,None,None,13.0,10.0
843856843873095681,2017-03-20 00:00:00,2018-07-09 16:08:00,Sadie,None,12.0,10.0
843604394117681152,2017-03-19 00:00:00,2018-07-09 23:25:00,Hank,None,11.0,10.0
843235543001513987,2017-03-18 00:00:00,2018-07-09 22:59:00,Tycho,None,13.0,10.0
842846295480000512,2017-03-17 00:00:00,2018-07-09 21:13:00,Charlie,None,13.0,10.0
842765311967449089,2017-03-17 00:00:00,2018-07-09 15:51:00,Indie,None,12.0,10.0
842535590457499648,2017-03-17 00:00:00,2018-07-09 00:38:00,Winnie,None,13.0,10.0
842163532590374912,2017-03-16 00:00:00,2018-07-09 00:00:00,George,None,12.0,10.0
842115215311396866,2017-03-15 00:00:00,2018-07-09 20:48:00,Bentley,None,12.0,10.0
841680585030541313,2017-03-14 00:00:00,2018-07-09 16:01:00,Penny,None,12.0,10.0
841439858740625411,2017-03-14 00:00:00,2018-07-09 00:04:00,None,None,14.0,10.0
841320156043304961,2017-03-13 00:00:00,2018-07-09 16:08:00,None,None,12.0,10.0
841314665196081154,2017-03-13 00:00:00,2018-07-09 15:47:00,Max,None,13.0,10.0
841077006473256960,2017-03-13 00:00:00,2018-07-09 00:02:00,Dawn,None,12.0,10.0
840698636975636481,2017-03-11 00:00:00,2018-07-09 22:59:00,None,None,10.0,10.0
840696689258311684,2017-03-11 00:00:00,2018-07-09 22:51:00,None,None,10.0,10.0
840632337062862849,2017-03-11 00:00:00,2018-07-09 18:35:00,Maddie,None,12.0,10.0
840370681858686976,2017-03-11 00:00:00,2018-07-09 01:15:00,None,None,13.0,10.0
840268004936019968,2017-03-10 00:00:00,2018-07-09 18:27:00,Monty,None,12.0,10.0
839990271299457024,2017-03-10 00:00:00,2018-07-09 00:04:00,Sojourner,None,13.0,10.0
839549326359670784,2017-03-08 00:00:00,2018-07-09 18:52:00,Winston,None,12.0,10.0
839239871831150596,2017-03-07 00:00:00,2018-07-09 22:22:00,Odie,None,13.0,10.0
838952994649550848,2017-03-07 00:00:00,2018-07-09 03:22:00,None,None,13.0,10.0
838921590096166913,2017-03-07 00:00:00,2018-07-09 01:17:00,Arlo,None,13.0,10.0
838561493054533637,2017-03-06 00:00:00,2018-07-09 01:26:00,Walter,None,13.0,10.0
838476387338051585,2017-03-05 00:00:00,2018-07-09 19:48:00,Stanley,None,13.0,10.0
838150277551247360,2017-03-04 00:00:00,2018-07-09 22:12:00,None,None,182.0,10.0
838085839343206401,2017-03-04 00:00:00,2018-07-09 17:56:00,None,None,15.0,10.0
838083903487373313,2017-03-04 00:00:00,2018-07-09 17:49:00,Daisy,None,13.0,10.0
837820167694528512,2017-03-04 00:00:00,2018-07-09 00:21:00,None,pupper,12.0,10.0
837482249356513284,2017-03-03 00:00:00,2018-07-09 01:58:00,Waffles,None,13.0,10.0
837471256429613056,2017-03-03 00:00:00,2018-07-09 01:14:00,Vincent,None,12.0,10.0
837366284874571778,2017-03-02 00:00:00,2018-07-09 18:17:00,Lucy,None,13.0,10.0
837110210464448512,2017-03-02 00:00:00,2018-07-09 01:20:00,Clark,pupper,13.0,10.0
836989968035819520,2017-03-01 00:00:00,2018-07-09 17:22:00,Mookie,None,12.0,10.0
836753516572119041,2017-03-01 00:00:00,2018-07-09 01:42:00,Meera,doggo,12.0,10.0
836677758902222849,2017-02-28 00:00:00,2018-07-09 20:41:00,Oliver,None,11.0,10.0
836380477523124226,2017-02-28 00:00:00,2018-07-09 01:00:00,Ava,pupper,12.0,10.0
836260088725786625,2017-02-27 00:00:00,2018-07-09 17:01:00,Lucy,None,13.0,10.0
836001077879255040,2017-02-26 00:00:00,2018-07-09 23:52:00,None,None,13.0,10.0
835574547218894849,2017-02-25 00:00:00,2018-07-09 19:37:00,Eli,None,11.0,10.0
835297930240217089,2017-02-25 00:00:00,2018-07-09 01:18:00,Ash,None,12.0,10.0
835264098648616962,2017-02-24 00:00:00,2018-07-09 23:04:00,Lola,None,12.0,10.0
835246439529840640,2017-02-24 00:00:00,2018-07-09 21:54:00,None,None,960.0,0.0
835172783151792128,2017-02-24 00:00:00,2018-07-09 17:01:00,None,None,12.0,10.0
835152434251116546,2017-02-24 00:00:00,2018-07-09 15:40:00,None,None,0.0,10.0
834931633769889797,2017-02-24 00:00:00,2018-07-09 01:03:00,Tucker,None,12.0,10.0
834786237630337024,2017-02-23 00:00:00,2018-07-09 15:25:00,Tobi,None,13.0,10.0
834574053763584002,2017-02-23 00:00:00,2018-07-09 01:22:00,None,doggo,13.0,10.0
834458053273591808,2017-02-22 00:00:00,2018-07-09 17:41:00,Chester,None,12.0,10.0
834209720923721728,2017-02-22 00:00:00,2018-07-09 01:14:00,Wilson,None,12.0,10.0
834167344700198914,2017-02-21 00:00:00,2018-07-09 22:26:00,Sunshine,None,11.0,10.0
834089966724603904,2017-02-21 00:00:00,2018-07-09 17:18:00,None,doggo,10.0,10.0
834086379323871233,2017-02-21 00:00:00,2018-07-09 17:04:00,Lipton,None,12.0,10.0
833863086058651648,2017-02-21 00:00:00,2018-07-09 02:17:00,Bentley,None,12.0,10.0
833826103416520705,2017-02-20 00:00:00,2018-07-09 23:50:00,Charlie,None,13.0,10.0
833722901757046785,2017-02-20 00:00:00,2018-07-09 17:00:00,Bronte,None,13.0,10.0
833479644947025920,2017-02-20 00:00:00,2018-07-09 00:53:00,Poppy,None,13.0,10.0
833124694597443584,2017-02-19 00:00:00,2018-07-09 01:23:00,Gidget,pupper,12.0,10.0
832998151111966721,2017-02-18 00:00:00,2018-07-09 17:00:00,Rhino,doggo,13.0,10.0
832757312314028032,2017-02-18 00:00:00,2018-07-09 01:03:00,Willow,None,13.0,10.0
832682457690300417,2017-02-17 00:00:00,2018-07-09 20:05:00,None,None,13.0,10.0
832645525019123713,2017-02-17 00:00:00,2018-07-09 17:38:00,not,None,10.0,10.0
832636094638288896,2017-02-17 00:00:00,2018-07-09 17:01:00,Orion,None,12.0,10.0
832397543355072512,2017-02-17 00:00:00,2018-07-09 01:13:00,Eevee,None,12.0,10.0
832369877331693569,2017-02-16 00:00:00,2018-07-09 23:23:00,Charlie,None,11.0,10.0
832273440279240704,2017-02-16 00:00:00,2018-07-09 17:00:00,Smiley,doggo,14.0,10.0
832088576586297345,2017-02-16 00:00:00,2018-07-09 04:45:00,None,None,11.0,15.0
832032802820481025,2017-02-16 00:00:00,2018-07-09 01:04:00,Miguel,doggo,12.0,10.0
831939777352105988,2017-02-15 00:00:00,2018-07-09 18:54:00,Emanuel,doggo,12.0,10.0
831926988323639298,2017-02-15 00:00:00,2018-07-09 18:03:00,None,None,12.0,10.0
831911600680497154,2017-02-15 00:00:00,2018-07-09 17:02:00,Kuyu,None,14.0,10.0
831670449226514432,2017-02-15 00:00:00,2018-07-09 01:04:00,Daisy,None,13.0,10.0
831650051525054464,2017-02-14 00:00:00,2018-07-09 23:43:00,None,None,13.0,10.0
831552930092285952,2017-02-14 00:00:00,2018-07-09 17:17:00,Dutch,None,13.0,10.0
